number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_dropout,params_block_0_filters,params_block_0_kernel,params_block_0_stride,params_block_1_dropout,params_block_1_filters,params_block_1_kernel,params_block_1_stride,params_block_2_dropout,params_block_2_filters,params_block_2_kernel,params_block_2_stride,params_block_3_dropout,params_block_3_filters,params_block_3_kernel,params_block_3_stride,params_fc_hidden,params_first_conv_filters,params_first_conv_kernel_size,params_lr_factor,params_lr_patience,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
10,0.38438710994197256,2026-09-16 20:24:23.423488,2026-09-16 20:28:43.222356,0 days 00:04:19.798868,0.853986960759596,0.9014542982435967,0.0025737234262508298,0.00932074575706787,128.0,0.3657245943416726,32,3,2,0.13426157993528226,64,3,3,,,,,,,,,128,32,5,0.3774067518529873,11.0,2,Adam,,,,32.0,0.3903225806451613,0.37845163923878383,"{""block_0_dropout"": 0.3657245943416726, ""block_0_filters"": 32, ""block_0_kernel"": 3, ""block_0_stride"": 2, ""block_1_dropout"": 0.13426157993528226, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
11,0.4336160099035069,2026-09-16 20:28:43.320544,2026-09-16 20:34:04.305620,0 days 00:05:20.985076,0.8609847338953492,0.9005595220805679,0.0029524542505352976,0.009639757903159489,128.0,0.10347629487671886,32,5,1,0.18850041771739362,64,3,3,0.2509977141542071,64.0,3.0,1.0,,,,,128,32,5,0.3628781004946807,11.0,3,Adam,,,,50.0,0.43548387096774194,0.4317481488392719,"{""block_0_dropout"": 0.10347629487671886, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.18850041771739362, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
12,0.48307148554563195,2026-09-16 20:34:04.399770,2026-09-16 20:38:27.617486,0 days 00:04:23.217716,0.8575875253411717,0.9003157650693465,0.0009747417604810698,0.008969824490731552,128.0,0.14062528994742063,32,5,3,0.20935080809069884,64,3,3,0.2605701979523724,64.0,3.0,1.0,,,,,128,32,5,0.35813938127931444,9.0,3,Adam,,,,45.0,0.4806451612903226,0.4854978098009413,"{""block_0_dropout"": 0.14062528994742063, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.20935080809069884, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
13,0.4336400107679982,2026-09-16 20:38:27.719575,2026-09-16 20:41:49.203217,0 days 00:03:21.483642,0.9110688639451849,0.9317069769121334,0.0007003237367034012,0.0008599934851793637,32.0,0.14519803749269272,32,5,3,0.29360536380266594,64,3,3,0.29112586819381414,64.0,3.0,1.0,,,,,128,8,5,0.6695829684016491,8.0,3,Adam,,,,46.0,0.44516129032258067,0.42211873121341564,"{""block_0_dropout"": 0.14519803749269272, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.29360536380266594, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 8, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
14,0.47949254056288276,2026-09-16 20:41:49.313094,2026-09-16 20:47:21.154855,0 days 00:05:31.841761,0.9060624083493526,0.932022501609695,0.0007225434936837614,0.0007655080108692768,128.0,0.302876672730051,32,5,1,0.25609993466588166,64,3,3,0.2888490300704192,128.0,3.0,1.0,,,,,128,32,5,0.3591146715998062,8.0,3,Adam,,,,45.0,0.47419354838709676,0.48479153273866876,"{""block_0_dropout"": 0.302876672730051, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.25609993466588166, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
15,0.2511425101925722,2026-09-16 20:47:21.262120,2026-09-16 20:48:18.301553,0 days 00:00:57.039433,0.8860809446979084,0.9197078418495588,0.0009902026435790639,0.0003169960601403128,128.0,0.41567997853967736,8,5,3,0.19066081521261766,64,3,3,,,,,,,,,128,32,5,0.3623461397409735,13.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.41567997853967736, ""block_0_filters"": 8, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.19066081521261766, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
16,0.6085113810920262,2026-09-16 20:48:18.401065,2026-09-16 20:52:43.130321,0 days 00:04:24.729256,0.8865556234569097,0.9506064192283371,0.0007218414664554085,3.274788072697093e-05,128.0,0.2515434515220647,32,5,3,0.2496449565107458,64,5,3,0.28501422765853696,128.0,3.0,2.0,,,,,128,32,5,0.42973249244022577,7.0,3,Adam,,,,46.0,0.6,0.6170227621840524,"{""block_0_dropout"": 0.2515434515220647, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.2496449565107458, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
17,0.5908697107716372,2026-09-16 20:52:43.230439,2026-09-16 20:57:08.481010,0 days 00:04:25.250571,0.8769612414256026,0.9609200147748066,0.0014183990900627499,2.2592452003005533e-05,128.0,0.26257009625033134,32,5,3,0.2382315213189913,64,5,2,0.22286359811473494,64.0,3.0,2.0,,,,,128,32,5,0.45031304291161395,6.0,3,Adam,,,,45.0,0.5903225806451613,0.5914168408981132,"{""block_0_dropout"": 0.26257009625033134, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.2382315213189913, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
18,0.4826333711342684,2026-09-16 20:57:08.590895,2026-09-16 21:02:06.424777,0 days 00:04:57.833882,0.8827431418186826,0.9584963324356491,0.0003863643082339008,2.3237835620144407e-05,32.0,0.34176216614688804,32,7,3,0.17320231971402802,64,5,2,,,,,,,,,128,32,5,0.466426760705684,6.0,2,Adam,,,,45.0,0.4774193548387097,0.48784738742982714,"{""block_0_dropout"": 0.34176216614688804, ""block_0_filters"": 32, ""block_0_kernel"": 7, ""block_0_stride"": 3, ""block_1_dropout"": 0.17320231971402802, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
19,0.475452418066455,2026-09-16 21:02:06.525897,2026-09-16 21:06:40.475483,0 days 00:04:33.949586,0.8834892179408679,0.9638012190822935,0.0021002645853224512,2.009433228482034e-05,128.0,0.32349220627347564,32,7,3,0.305654120293434,64,5,2,,,,,,,,,128,32,5,0.5730037610413944,5.0,2,Adam,,,,47.0,0.4774193548387097,0.4734854812942003,"{""block_0_dropout"": 0.32349220627347564, ""block_0_filters"": 32, ""block_0_kernel"": 7, ""block_0_stride"": 3, ""block_1_dropout"": 0.305654120293434, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
20,0.5181712679326806,2026-09-16 21:06:40.584171,2026-09-16 21:11:05.902274,0 days 00:04:25.318103,,,,,128.0,0.36527003106224665,32,5,3,0.25011431234010867,64,5,2,0.19577653718532087,128.0,3.0,2.0,,,,,128,32,5,0.4339044699652246,7.0,3,SGD,0.09705187260809978,0.7029077241328006,0.008363697536950149,43.0,0.5193548387096775,0.5169876971556837,"{""block_0_dropout"": 0.36527003106224665, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.25011431234010867, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
21,0.30866062671216377,2026-09-16 21:11:06.011039,2026-09-16 21:12:25.726005,0 days 00:01:19.714966,,,,,128.0,0.4047527045383608,32,5,3,0.2730091919184406,64,5,2,0.20651675387365098,128.0,3.0,2.0,,,,,128,32,5,0.4353333138874038,7.0,3,SGD,0.08030197504216148,0.7017735219627129,0.009157948025000615,,,,"{""block_0_dropout"": 0.4047527045383608, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.2730091919184406, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",PRUNED
22,0.48942908307461086,2026-09-16 21:12:25.837491,2026-09-16 21:16:43.351758,0 days 00:04:17.514267,,,,,128.0,0.22603672922762397,32,3,3,0.2414178110499344,64,5,2,,,,,,,,,128,32,5,0.4187891039657362,7.0,2,SGD,0.006681138627511611,0.9572293645974096,0.007873661232318023,48.0,0.4838709677419355,0.4949871984072862,"{""block_0_dropout"": 0.22603672922762397, ""block_0_filters"": 32, ""block_0_kernel"": 3, ""block_0_stride"": 3, ""block_1_dropout"": 0.2414178110499344, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
23,,2026-09-16 21:16:43.446839,2026-09-16 21:16:43.575323,0 days 00:00:00.128484,,,,,,0.44782122720863893,32,5,3,0.3039721714477889,64,5,2,0.19843072934112926,128.0,3.0,2.0,0.45939497631078635,256.0,3.0,2.0,,32,5,,,4,,,,,,,,"{""block_0_dropout"": 0.44782122720863893, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.3039721714477889, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 4}",PRUNED
24,0.257949274589798,2026-09-16 21:16:43.667771,2026-09-16 21:17:36.516961,0 days 00:00:52.849190,,,,,128.0,0.29304182622125613,32,5,3,0.1866381347508041,64,3,2,0.33384540283629965,64.0,3.0,2.0,,,,,128,32,5,0.27689033649108197,11.0,3,SGD,0.001096770626671743,0.701238065573195,5.7229861650958344e-05,,,,"{""block_0_dropout"": 0.29304182622125613, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.1866381347508041, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",PRUNED
25,0.3328801223966106,2026-09-16 21:17:36.622620,2026-09-16 21:18:34.550069,0 days 00:00:57.927449,,,,,128.0,0.3918448675832038,16,5,3,0.14761574708989686,64,5,3,0.20468032747859988,128.0,3.0,2.0,,,,,128,32,5,0.5306379650094337,5.0,3,SGD,0.015103212189100991,0.7714325490662863,0.0012365016592342495,,,,"{""block_0_dropout"": 0.3918448675832038, ""block_0_filters"": 16, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.14761574708989686, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",PRUNED
26,0.5173100512956201,2026-09-16 21:18:34.674768,2026-09-16 21:23:23.705162,0 days 00:04:49.030394,,,,,32.0,0.3032640433221512,32,5,3,0.36278423540891164,64,5,2,0.11416415799982746,128.0,3.0,2.0,,,,,128,32,5,0.289934402929503,7.0,3,SGD,0.0007363632589450846,0.9883618422723968,1.2782078455888587e-06,47.0,0.5161290322580645,0.5184910703331757,"{""block_0_dropout"": 0.3032640433221512, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.36278423540891164, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
27,0.3071939546672485,2026-09-16 21:23:23.813591,2026-09-16 21:24:17.006028,0 days 00:00:53.192437,0.9443229174327498,0.9820860678722197,0.009242452679909452,1.3853989003912933e-05,128.0,0.16417870343772753,32,5,3,0.3920004985265184,64,5,2,0.32584126755652615,64.0,3.0,2.0,,,,,64,32,5,0.42151932379986334,10.0,3,Adam,,,,,,,"{""block_0_dropout"": 0.16417870343772753, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.3920004985265184, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",PRUNED
28,,2026-09-16 21:24:17.091518,2026-09-16 21:24:17.215865,0 days 00:00:00.124347,,,,,,0.23715175575394098,8,5,3,0.22539020215259678,64,5,3,0.1653926375133195,128.0,3.0,2.0,0.3346337008052157,128.0,3.0,3.0,,32,5,,,4,,,,,,,,"{""block_0_dropout"": 0.23715175575394098, ""block_0_filters"": 8, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.22539020215259678, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 4}",PRUNED
29,0.6229832132553732,2026-09-16 21:24:17.304757,2026-09-16 21:28:15.211135,0 days 00:03:57.906378,0.8988583069901004,0.9513455276157113,0.0014984800256614135,5.290090621916738e-06,128.0,0.267492495737546,32,5,3,0.11945914652425309,64,5,2,0.24317689106674195,64.0,3.0,2.0,,,,,128,32,3,0.6628760959299873,6.0,3,Adam,,,,50.0,0.6258064516129033,0.6201599748978432,"{""block_0_dropout"": 0.267492495737546, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.11945914652425309, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
30,0.6166795800376846,2026-09-16 21:28:15.312881,2026-09-16 21:32:10.824334,0 days 00:03:55.511453,0.8928294071528778,0.9546575961553703,0.0018399085486850565,5.797442618831219e-06,128.0,0.13505740053302848,32,5,3,0.11008215942197717,64,3,2,0.24809382694468496,64.0,3.0,2.0,,,,,128,32,3,0.696495549021959,6.0,3,Adam,,,,50.0,0.6064516129032258,0.6269075471721435,"{""block_0_dropout"": 0.13505740053302848, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.11008215942197717, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
31,0.5845757443501809,2026-09-16 21:32:10.934915,2026-09-16 21:36:04.477472,0 days 00:03:53.542557,0.8944075999512888,0.9521740670772355,0.001493624837209651,5.78976567516374e-06,128.0,0.1263690289285536,16,5,3,0.11939111359346703,64,3,2,0.27096222917737867,64.0,3.0,2.0,,,,,128,32,3,0.6734941320583294,6.0,3,Adam,,,,48.0,0.5774193548387097,0.5917321338616522,"{""block_0_dropout"": 0.1263690289285536, ""block_0_filters"": 16, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.11939111359346703, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
32,0.5812852127362405,2026-09-16 21:36:04.580815,2026-09-16 21:40:16.086502,0 days 00:04:11.505687,0.8693137121149964,0.9483760711782329,0.001466709954037469,6.139416894964414e-05,128.0,0.2245022150625786,32,5,3,0.2951109806389418,64,5,2,0.2370296092504956,64.0,3.0,2.0,,,,,128,16,5,0.6428265522286571,5.0,3,Adam,,,,50.0,0.5870967741935483,0.5754736512789325,"{""block_0_dropout"": 0.2245022150625786, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.2951109806389418, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 16, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
33,0.5149529788540007,2026-09-16 21:40:16.185913,2026-09-16 21:45:00.140472,0 days 00:04:43.954559,0.9011635676213199,0.9684918457126774,0.00045969262966171284,4.721415327384569e-06,128.0,0.1914353469835418,32,5,2,0.25042705540557875,64,5,3,0.3199899825943404,64.0,3.0,2.0,,,,,128,32,5,0.6144322963933226,8.0,3,Adam,,,,42.0,0.5193548387096775,0.510551118998324,"{""block_0_dropout"": 0.1914353469835418, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.25042705540557875, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 3, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
34,0.35868513688907466,2026-09-16 21:45:00.239191,2026-09-16 21:48:54.807274,0 days 00:03:54.568083,0.8737613219110004,0.9543409734175622,0.0016091229452509111,5.259848227561516e-06,64.0,0.3041832836955632,32,5,1,0.13247619812577663,64,3,2,0.23373965657517873,64.0,3.0,3.0,,,,,128,32,3,0.5863383043062081,9.0,3,Adam,,,,,,,"{""block_0_dropout"": 0.3041832836955632, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.13247619812577663, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",PRUNED
35,0.610691512793755,2026-09-16 21:48:54.906764,2026-09-16 21:52:52.033829,0 days 00:03:57.127065,0.9211190203706928,0.9437727101880304,0.004057498979180216,3.789701021270406e-05,128.0,0.23048557038744147,32,5,3,0.11095732072977062,64,5,2,0.30573575581399465,64.0,3.0,2.0,,,,,128,32,3,0.6978504465953244,6.0,3,Adam,,,,49.0,0.6064516129032258,0.6149314126842842,"{""block_0_dropout"": 0.23048557038744147, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.11095732072977062, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
36,0.5996121012201872,2026-09-16 21:52:52.138327,2026-09-16 21:56:49.356183,0 days 00:03:57.217856,0.9246546163679217,0.9482025433220014,0.00386408283373199,6.575538930011395e-05,128.0,0.24523690883762764,32,5,3,0.10131388629106615,64,5,2,0.3614767950955785,64.0,3.0,2.0,,,,,256,32,3,0.6902193528619557,8.0,3,Adam,,,,40.0,0.603225806451613,0.5959983959887613,"{""block_0_dropout"": 0.24523690883762764, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.10131388629106615, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
37,0.296916721357687,2026-09-16 21:56:49.463341,2026-09-16 21:58:11.125140,0 days 00:01:21.661799,0.918395809465211,0.9406734783796047,0.0055691892691260665,7.1756135388435865e-06,64.0,0.174144275455147,32,5,1,0.1535946472310022,64,5,2,0.30382032760229993,64.0,3.0,2.0,,,,,64,32,3,0.6265059142590201,6.0,3,Adam,,,,,,,"{""block_0_dropout"": 0.174144275455147, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.1535946472310022, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",PRUNED
38,0.5239758138547095,2026-09-16 21:58:11.235642,2026-09-16 22:02:42.188435,0 days 00:04:30.952793,0.893414555279475,0.945550843620721,0.004664903043363348,4.963679674024171e-05,32.0,0.332800899622802,32,5,3,0.10287661414301014,64,5,2,0.274092609821219,64.0,3.0,2.0,,,,,128,32,3,0.6979206441560863,10.0,3,Adam,,,,48.0,0.5290322580645161,0.5189193696449027,"{""block_0_dropout"": 0.332800899622802, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.10287661414301014, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
39,0.3473890400290358,2026-09-16 22:02:42.308147,2026-09-16 22:03:29.856700,0 days 00:00:47.548553,0.9356274599996531,0.9760877771469982,0.008786748095443461,2.376147965257036e-06,128.0,0.22198777777742137,32,5,3,0.15466760404048294,64,5,2,0.34538505511455964,64.0,3.0,3.0,,,,,256,32,3,0.568184738098657,7.0,3,Adam,,,,,,,"{""block_0_dropout"": 0.22198777777742137, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.15466760404048294, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",PRUNED
40,,2026-09-16 22:03:29.969442,2026-09-16 22:03:30.074926,0 days 00:00:00.105484,,,,,,0.1694570214094215,32,3,3,0.14974385294408415,64,5,2,0.37507731763008845,64.0,3.0,2.0,0.11484659127919433,256.0,3.0,1.0,,32,3,,,4,,,,,,,,"{""block_0_dropout"": 0.1694570214094215, ""block_0_filters"": 32, ""block_0_kernel"": 3, ""block_0_stride"": 3, ""block_1_dropout"": 0.14974385294408415, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 3, ""n_blocks"": 4}",PRUNED
