number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_dropout,params_block_0_filters,params_block_0_kernel,params_block_0_stride,params_block_1_dropout,params_block_1_filters,params_block_1_kernel,params_block_1_stride,params_block_2_dropout,params_block_2_filters,params_block_2_kernel,params_block_2_stride,params_block_3_dropout,params_block_3_filters,params_block_3_kernel,params_block_3_stride,params_fc_hidden,params_first_conv_filters,params_first_conv_kernel_size,params_lr_factor,params_lr_patience,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
38,0.6103832019147322,2026-09-16 14:20:48.714993,2026-09-16 14:36:12.294940,0 days 00:15:23.579947,0.9111557111680247,0.9328968875953956,0.0005580369729301093,3.560428327371078e-05,64.0,0.1280995361505551,32,5,3,0.1552820808898393,32,3,3,0.3973984048909962,128.0,3.0,3.0,,,,,128,128,3,0.4794289898285166,19.0,3,Adam,,,,46.0,0.6064516129032258,0.6143147909262385,"{""block_0_dropout"": 0.1280995361505551, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.1552820808898393, ""block_1_filters"": 32, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
39,0.5115160630016045,2026-09-16 14:36:12.436311,2026-09-16 14:51:26.752197,0 days 00:15:14.315886,0.907957611748246,0.9352424511136911,0.0015945072344984647,2.7444803292295366e-05,64.0,0.1090092238032163,32,5,3,0.18490772727135693,32,3,1,0.3904214306351694,128.0,3.0,3.0,,,,,128,128,3,0.47764495030943394,19.0,3,Adam,,,,49.0,0.5032258064516129,0.5198063195515961,"{""block_0_dropout"": 0.1090092238032163, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.18490772727135693, ""block_1_filters"": 32, ""block_1_kernel"": 3, ""block_1_stride"": 1, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
40,0.37675402407858116,2026-09-16 14:51:26.906470,2026-09-16 14:56:53.466445,0 days 00:05:26.559975,,,,,64.0,0.17504878840615706,32,5,1,0.13501351627045727,32,3,3,,,,,,,,,128,64,5,0.48520678897676667,11.0,2,SGD,0.027606147096841983,0.7623925049491581,0.0012346291808705923,,,,"{""block_0_dropout"": 0.17504878840615706, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.13501351627045727, ""block_1_filters"": 32, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 64, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
41,0.6714398105994451,2026-09-16 14:56:53.599929,2026-09-16 15:11:40.206109,0 days 00:14:46.606180,0.8960152478924133,0.9373571805822135,0.0014999700800224496,2.146099913638206e-05,64.0,0.1156892399600817,32,5,3,0.12506509558422196,64,3,3,0.38750739556318653,128.0,3.0,3.0,,,,,128,128,3,0.4602654779994115,20.0,3,Adam,,,,47.0,0.6645161290322581,0.6783634921666322,"{""block_0_dropout"": 0.1156892399600817, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.12506509558422196, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
42,0.6072076735354532,2026-09-16 15:11:40.338038,2026-09-16 15:26:25.982383,0 days 00:14:45.644345,0.8907961281081613,0.9377169287135776,0.0006471691787371972,4.1851458524390424e-06,64.0,0.14361234479565552,32,5,3,0.14684091290740334,64,3,3,0.4368983757094086,128.0,3.0,3.0,,,,,128,128,3,0.5443215596151112,20.0,3,Adam,,,,50.0,0.6096774193548387,0.6047379277160678,"{""block_0_dropout"": 0.14361234479565552, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.14684091290740334, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
43,0.6241225815750759,2026-09-16 15:26:26.098207,2026-09-16 15:45:55.132067,0 days 00:19:29.033860,0.887346202930443,0.940820091362806,0.0006512430002927284,5.590854953305445e-06,64.0,0.140700001135625,32,5,3,0.12946864207811978,64,3,3,0.44507611281758136,128.0,3.0,3.0,,,,,128,128,7,0.5398614494206488,20.0,3,Adam,,,,50.0,0.6258064516129033,0.6224387115372486,"{""block_0_dropout"": 0.140700001135625, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.12946864207811978, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 7, ""n_blocks"": 3}",COMPLETE
44,0.6691478552942346,2026-09-16 15:45:55.278949,2026-09-16 16:00:41.587727,0 days 00:14:46.308778,0.8842077101446579,0.9601253288276,0.0006818966190179978,4.118689630836738e-06,64.0,0.10918113919837708,32,5,3,0.1109339080164451,64,3,3,0.4522405516091131,128.0,3.0,3.0,,,,,128,128,3,0.5477017248242525,20.0,3,Adam,,,,46.0,0.6806451612903226,0.6576505492981466,"{""block_0_dropout"": 0.10918113919837708, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.1109339080164451, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
45,0.6798412431269676,2026-09-16 16:00:41.719924,2026-09-16 16:20:07.626998,0 days 00:19:25.907074,0.8847226559386336,0.9615841591676718,0.0006156559330512768,3.8903641813398665e-06,64.0,0.1385780932867888,32,5,3,0.13611037263927184,64,3,3,0.4533878037800727,128.0,3.0,3.0,,,,,128,128,7,0.5472428589414945,20.0,3,Adam,,,,48.0,0.6806451612903226,0.6790373249636125,"{""block_0_dropout"": 0.1385780932867888, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.13611037263927184, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 7, ""n_blocks"": 3}",COMPLETE
46,,2026-09-16 16:20:07.779905,2026-09-16 16:20:07.899268,0 days 00:00:00.119363,,,,,,0.14201729033490382,32,5,3,0.11926698126413704,64,3,3,0.45943365245732004,128.0,3.0,3.0,0.38604707212377176,256.0,3.0,3.0,,128,3,,,4,,,,,,,,"{""block_0_dropout"": 0.14201729033490382, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.11926698126413704, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 4}",PRUNED
47,0.6354730278382579,2026-09-16 16:20:08.042413,2026-09-16 16:39:30.031871,0 days 00:19:21.989458,0.8781015956009336,0.9695450460365002,0.0006452393881104351,4.053959182016978e-06,64.0,0.22141384031828704,32,5,3,0.1021575666580406,64,3,3,0.41468908413020283,128.0,3.0,3.0,,,,,128,128,7,0.4020344794069444,19.0,3,Adam,,,,39.0,0.635483870967742,0.6354621847087737,"{""block_0_dropout"": 0.22141384031828704, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.1021575666580406, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 7, ""n_blocks"": 3}",COMPLETE
48,0.6039097972076244,2026-09-16 16:39:30.137641,2026-09-16 16:58:51.109489,0 days 00:19:20.971848,0.8775082126133489,0.9701607123719327,0.0015482154870386947,3.4440356019057635e-06,64.0,0.18971309232755945,32,5,3,0.13152500893533106,64,3,3,0.4260201188290909,128.0,3.0,3.0,,,,,128,128,7,0.39705974022318674,20.0,3,Adam,,,,50.0,0.6096774193548387,0.5981421750604101,"{""block_0_dropout"": 0.18971309232755945, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.13152500893533106, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 7, ""n_blocks"": 3}",COMPLETE
49,0.6724809034444741,2026-09-16 16:58:51.189454,2026-09-16 17:13:58.226143,0 days 00:15:07.036689,0.8802050721015875,0.9640115926697909,0.0045269899207903115,9.967598999794169e-06,64.0,0.12247539845256783,32,5,3,0.11094663730293737,64,5,3,0.4665939227399284,128.0,3.0,3.0,,,,,128,128,3,0.44159000844477614,18.0,3,Adam,,,,48.0,0.6806451612903226,0.6643166455986256,"{""block_0_dropout"": 0.12247539845256783, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 3, ""block_1_dropout"": 0.11094663730293737, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 3, ""first_conv_filters"": 128, ""first_conv_kernel_size"": 3, ""n_blocks"": 3}",COMPLETE
