number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_dropout,params_block_0_filters,params_block_0_kernel,params_block_0_stride,params_block_1_dropout,params_block_1_filters,params_block_1_kernel,params_block_1_stride,params_block_2_dropout,params_block_2_filters,params_block_2_kernel,params_block_2_stride,params_block_3_dropout,params_block_3_filters,params_block_3_kernel,params_block_3_stride,params_fc_hidden,params_first_conv_filters,params_first_conv_kernel_size,params_lr_factor,params_lr_patience,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
32,0.5043080519899489,2026-09-17 21:12:57.008551,2026-09-17 21:15:35.870516,0 days 00:02:38.861965,0.9280146512348589,0.9812854065855489,0.0029686015707583837,2.1745999254454612e-05,128.0,0.33406648201450234,32,5,2,0.18702902428021778,64,5,2,,,,,,,,,128,32,5,0.35445701189571543,10.0,2,Adam,,,,48.0,0.5325443786982249,0.4760717252816729,"{""block_0_dropout"": 0.33406648201450234, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.18702902428021778, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
33,0.28699260363812895,2026-09-17 21:15:35.986693,2026-09-17 21:16:32.302652,0 days 00:00:56.315959,0.9238482579657299,0.9869177998823984,0.0031554533268435886,0.0014624747225032652,128.0,0.41384699273531655,32,5,2,0.2967482491861514,64,3,2,0.10170625943873474,32.0,3.0,2.0,,,,,128,32,5,0.3567026151719846,10.0,3,Adam,,,,,,,"{""block_0_dropout"": 0.41384699273531655, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.2967482491861514, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",PRUNED
34,0.5108357079607,2026-09-17 21:16:32.443743,2026-09-17 21:19:11.985171,0 days 00:02:39.541428,0.9041745547475929,0.9577675422214655,0.005149117095721424,8.077277543520573e-05,128.0,0.3068079379212616,32,5,2,0.18597918604624794,64,5,2,,,,,,,,,128,32,5,0.2848586247891178,10.0,2,Adam,,,,39.0,0.5384615384615384,0.48320987745986166,"{""block_0_dropout"": 0.3068079379212616, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.18597918604624794, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
35,0.2892900270114542,2026-09-17 21:19:12.130420,2026-09-17 21:19:58.354382,0 days 00:00:46.223962,0.9029941664036332,0.9830419640122355,0.005062345497728717,2.4740291025257838e-05,64.0,0.19636385904929676,32,5,2,0.3720420813226645,64,3,2,,,,,,,,,128,32,7,0.2879382339890982,8.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.19636385904929676, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.3720420813226645, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 7, ""n_blocks"": 2}",PRUNED
36,0.25042329246141437,2026-09-17 21:19:58.477940,2026-09-17 21:20:32.898724,0 days 00:00:34.420784,0.9316218968397328,0.9581911214578596,0.008068924063570857,0.00012108314804237364,32.0,0.33409310789944247,32,5,2,0.15477943602562902,64,5,2,,,,,,,,,64,32,5,0.20327435772310476,10.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.33409310789944247, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.15477943602562902, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
37,0.46029272666630483,2026-09-17 21:20:33.026886,2026-09-17 21:23:22.101673,0 days 00:02:49.074787,0.9095893215532016,0.9736266498437572,0.005722461043143395,2.933081314811534e-06,128.0,0.2329128498416663,32,7,2,0.16572759418558267,64,5,2,0.15137128450517598,64.0,3.0,2.0,,,,,128,32,5,0.25834531215632967,13.0,3,Adam,,,,50.0,0.47337278106508873,0.44721267226752087,"{""block_0_dropout"": 0.2329128498416663, ""block_0_filters"": 32, ""block_0_kernel"": 7, ""block_0_stride"": 2, ""block_1_dropout"": 0.16572759418558267, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
38,0.2369884422621918,2026-09-17 21:23:22.225845,2026-09-17 21:23:52.936072,0 days 00:00:30.710227,,,,,64.0,0.2716184054741544,8,5,2,0.20464340931586322,64,5,2,,,,,,,,,128,32,5,0.2760167078572228,8.0,2,SGD,0.0016199625417536458,0.7234340188024729,1.0099829796277912e-06,,,,"{""block_0_dropout"": 0.2716184054741544, ""block_0_filters"": 8, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.20464340931586322, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
39,0.2734981943592376,2026-09-17 21:23:53.062091,2026-09-17 21:24:25.692134,0 days 00:00:32.630043,0.9459006732172253,0.9439420232784549,0.002970716216439141,2.6412461573335753e-05,256.0,0.4154015131806259,32,3,2,0.18430456954272778,64,5,2,,,,,,,,,64,32,5,0.21322548692658572,9.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.4154015131806259, ""block_0_filters"": 32, ""block_0_kernel"": 3, ""block_0_stride"": 2, ""block_1_dropout"": 0.18430456954272778, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
40,0.30743287240791617,2026-09-17 21:24:25.835537,2026-09-17 21:25:08.568964,0 days 00:00:42.733427,,,,,128.0,0.31783754939163344,32,5,2,0.2899819461708747,64,3,2,,,,,,,,,256,16,7,0.4094000137694932,12.0,2,SGD,0.008865617496656614,0.9835509464285319,0.008983353234622297,,,,"{""block_0_dropout"": 0.31783754939163344, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.2899819461708747, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 16, ""first_conv_kernel_size"": 7, ""n_blocks"": 2}",PRUNED
41,0.3170588341319881,2026-09-17 21:25:08.680257,2026-09-17 21:26:06.575492,0 days 00:00:57.895235,0.9275378724698715,0.9527593910969768,0.0019448366193490598,6.77072155868015e-05,128.0,0.2610051157306641,32,5,2,0.1043568243310496,64,5,2,0.3442281398869901,128.0,3.0,3.0,,,,,128,32,5,0.3594892108680391,10.0,3,Adam,,,,,,,"{""block_0_dropout"": 0.2610051157306641, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.1043568243310496, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",PRUNED
42,0.43947135113496855,2026-09-17 21:26:06.705025,2026-09-17 21:28:49.588129,0 days 00:02:42.883104,0.9161743201818314,0.9572407742391764,0.0011344848846422328,0.00018517048598235114,128.0,0.3696730225584565,32,5,2,0.17174257579261556,64,5,2,0.25272341484408606,128.0,3.0,1.0,,,,,128,32,5,0.294698174991133,11.0,3,Adam,,,,49.0,0.44970414201183434,0.42923856025810275,"{""block_0_dropout"": 0.3696730225584565, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.17174257579261556, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 3}",COMPLETE
43,0.5003472629484775,2026-09-17 21:28:49.706142,2026-09-17 21:31:26.746771,0 days 00:02:37.040629,0.9317474896551982,0.938132707561252,0.004113991536670528,0.0006301367739287595,128.0,0.38549576748187214,32,5,2,0.12225027369433754,64,3,2,,,,,,,,,128,32,5,0.3445356434365752,9.0,2,Adam,,,,49.0,0.5266272189349113,0.47406730696204374,"{""block_0_dropout"": 0.38549576748187214, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.12225027369433754, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",COMPLETE
44,0.2766482993022776,2026-09-17 21:31:26.886027,2026-09-17 21:32:50.877337,0 days 00:01:23.991310,0.9437126109979666,0.9338256679159839,0.0035396022222112006,0.0016242786219779648,256.0,0.37412727659746137,32,5,1,0.10996027899023002,64,5,1,,,,,,,,,128,32,5,0.46580029667982104,9.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.37412727659746137, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.10996027899023002, ""block_1_filters"": 64, ""block_1_kernel"": 5, ""block_1_stride"": 1, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
45,0.19966568852296362,2026-09-17 21:32:51.008924,2026-09-17 21:33:22.519992,0 days 00:00:31.511068,0.9654990540009467,0.9444407323910303,0.00029869396051568174,0.0005428629647492044,128.0,0.43366184751185993,32,5,2,0.1145363826735122,16,3,2,,,,,,,,,256,32,5,0.5070469451401736,8.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.43366184751185993, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.1145363826735122, ""block_1_filters"": 16, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
46,0.23010272307051044,2026-09-17 21:33:22.651675,2026-09-17 21:33:57.663084,0 days 00:00:35.011409,0.9333479481917304,0.9390878815346828,0.006230967527646751,0.0014303502414241096,64.0,0.17902345394984276,8,5,2,0.23375563822725562,64,3,2,,,,,,,,,128,32,7,0.3549230421700931,6.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.17902345394984276, ""block_0_filters"": 8, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.23375563822725562, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 7, ""n_blocks"": 2}",PRUNED
47,0.22984226575075384,2026-09-17 21:33:57.800260,2026-09-17 21:34:38.248856,0 days 00:00:40.448596,0.9716053434122363,0.9679105874895332,0.004571203348009915,0.0001764218575134357,128.0,0.2858699372970195,32,5,1,0.26136406850473337,64,3,2,,,,,,,,,64,32,7,0.41481718941202167,9.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.2858699372970195, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 1, ""block_1_dropout"": 0.26136406850473337, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 7, ""n_blocks"": 2}",PRUNED
48,0.21302461937913442,2026-09-17 21:34:38.366417,2026-09-17 21:35:08.003065,0 days 00:00:29.636648,,,,,128.0,0.2893778616049192,32,3,2,0.16802939766923702,16,5,2,,,,,,,,,128,32,5,0.23221755850178266,18.0,2,SGD,0.00046326043880146614,0.7777419221910166,0.0009254914028089874,,,,"{""block_0_dropout"": 0.2893778616049192, ""block_0_filters"": 32, ""block_0_kernel"": 3, ""block_0_stride"": 2, ""block_1_dropout"": 0.16802939766923702, ""block_1_filters"": 16, ""block_1_kernel"": 5, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
49,0.32409066384502716,2026-09-17 21:35:08.115564,2026-09-17 21:37:57.080048,0 days 00:02:48.964484,0.8598976753693627,0.9300596912749545,0.002506661480702242,0.0040463645367753865,32.0,0.29119173505155715,32,5,2,0.1466154213555917,64,3,2,,,,,,,,,256,32,5,0.5650959442621744,13.0,2,Adam,,,,,,,"{""block_0_dropout"": 0.29119173505155715, ""block_0_filters"": 32, ""block_0_kernel"": 5, ""block_0_stride"": 2, ""block_1_dropout"": 0.1466154213555917, ""block_1_filters"": 64, ""block_1_kernel"": 3, ""block_1_stride"": 2, ""first_conv_filters"": 32, ""first_conv_kernel_size"": 5, ""n_blocks"": 2}",PRUNED
