number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_filters,params_block_0_kernel_pair,params_block_1_filters,params_block_1_kernel_pair,params_block_2_filters,params_block_2_kernel_pair,params_first_conv_filters,params_first_conv_kernel_width,params_lr_decay,params_lr_step_size,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
21,0.8548126074056669,2026-09-16 01:17:01.086442,2026-09-16 01:17:14.489771,0 days 00:00:13.403329,0.8853375829818722,0.946033301378158,0.0015623598939129041,0.00018763524467734768,256,64,"(3, 5)",32.0,"(3, 5)",64.0,"(3, 7)",32,3,0.2752197885991335,38,3,Adam,,,,43.0,0.8612903225806452,0.8483348922306886,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.2752197885991335, ""lr_step_size"": 38, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
22,0.8553070693381304,2026-09-16 01:17:14.587787,2026-09-16 01:17:27.153686,0 days 00:00:12.565899,0.8848377129978734,0.9489261503820119,0.002905291903778343,0.00047739736510296355,256,64,"(3, 5)",32.0,"(3, 5)",16.0,"(3, 7)",32,7,0.24514650960315615,40,3,Adam,,,,50.0,0.8548387096774194,0.8557754289988413,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.24514650960315615, ""lr_step_size"": 40, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
23,0.8476586296012698,2026-09-16 01:17:27.295550,2026-09-16 01:17:40.730742,0 days 00:00:13.435192,0.8799924272906681,0.9519599013112865,0.0026574342394862635,0.0007599639935374771,128,64,"(3, 5)",32.0,"(3, 5)",16.0,"(3, 7)",32,7,0.06266897145786851,37,3,Adam,,,,46.0,0.8548387096774194,0.8404785495251204,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.06266897145786851, ""lr_step_size"": 37, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
24,0.4516205434727387,2026-09-16 01:17:40.845782,2026-09-16 01:17:43.927477,0 days 00:00:03.081695,0.9206391108840576,0.922921335021406,0.0006853163080065812,2.826066758880316e-05,256,64,"(3, 5)",32.0,"(5, 7)",16.0,"(3, 5)",32,7,0.31753946806904676,17,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.31753946806904676, ""lr_step_size"": 17, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
25,0.8743590632747922,2026-09-16 01:17:44.056457,2026-09-16 01:17:56.761666,0 days 00:00:12.705209,0.8863105680331876,0.9526133664614659,0.002867785819205751,0.0003166346013482161,128,64,"(3, 5)",32.0,"(3, 5)",,,32,3,0.2967584193524275,35,2,Adam,,,,47.0,0.8903225806451613,0.858395545904423,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.2967584193524275, ""lr_step_size"": 35, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
26,0.5281681514166529,2026-09-16 01:17:56.873756,2026-09-16 01:18:00.427625,0 days 00:00:03.553869,0.8693822844794378,0.9544785408741283,0.008043046180318368,0.0002265895667467596,128,64,"(3, 5)",32.0,"(3, 5)",,,32,3,0.2425648437223094,28,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.2425648437223094, ""lr_step_size"": 28, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
27,0.4439282634590462,2026-09-16 01:18:00.537171,2026-09-16 01:18:02.864564,0 days 00:00:02.327393,0.8952220145782701,0.92880464592895,0.0008220322621205536,0.0017419367290511653,128,64,"(3, 5)",,,,,32,3,0.1967803633318673,40,1,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.1967803633318673, ""lr_step_size"": 40, ""n_blocks"": 1, ""optimizer"": ""Adam""}",PRUNED
28,0.8428164000070586,2026-09-16 01:18:02.993286,2026-09-16 01:18:15.643040,0 days 00:00:12.649754,0.9246404668491737,0.9096726286261796,0.0019208323657925695,6.097521978084405e-06,128,64,"(3, 5)",32.0,"(3, 5)",,,32,3,0.07034134729258212,23,2,Adam,,,,33.0,0.8451612903225807,0.8404715096915366,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.07034134729258212, ""lr_step_size"": 23, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
29,0.4346747683941641,2026-09-16 01:18:15.758876,2026-09-16 01:18:18.068619,0 days 00:00:02.309743,0.8708442621928809,0.9831743646219371,0.0032026493499086738,6.15306791894954e-05,128,64,"(3, 5)",,,,,32,3,0.3593603457640428,30,1,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.3593603457640428, ""lr_step_size"": 30, ""n_blocks"": 1, ""optimizer"": ""Adam""}",PRUNED
30,0.5655573226313155,2026-09-16 01:18:18.184347,2026-09-16 01:18:22.054795,0 days 00:00:03.870448,0.8542290574426529,0.9394233679627463,0.000472291794224154,0.0003085697167910099,128,64,"(3, 7)",32.0,"(5, 7)",,,16,3,0.35687459519775216,18,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.35687459519775216, ""lr_step_size"": 18, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
31,0.4387210743801089,2026-09-16 01:18:22.168569,2026-09-16 01:18:24.651062,0 days 00:00:02.482493,0.8887487942840712,0.9511668671999263,0.004227513929368327,0.0003981080227602441,256,32,"(3, 5)",32.0,"(3, 5)",8.0,"(3, 7)",32,7,0.2265233673128153,40,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 32, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.2265233673128153, ""lr_step_size"": 40, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
32,0.5951202389531942,2026-09-16 01:18:24.767587,2026-09-16 01:18:29.455260,0 days 00:00:04.687673,0.877624904905287,0.959511083091052,0.003228011404780443,0.0017836712476948272,128,64,"(3, 5)",32.0,"(3, 5)",,,32,7,0.41189495014181887,38,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.41189495014181887, ""lr_step_size"": 38, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
33,0.8683589511282713,2026-09-16 01:18:29.582620,2026-09-16 01:18:42.263386,0 days 00:00:12.680766,0.9036325457379686,0.9452393810019714,0.0018577500301515018,4.8564695296460595e-05,128,64,"(3, 5)",32.0,"(3, 5)",,,32,3,0.47230809757005365,21,2,Adam,,,,44.0,0.8741935483870967,0.8625243538694459,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.47230809757005365, ""lr_step_size"": 21, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
34,0.8461093798594326,2026-09-16 01:18:42.376676,2026-09-16 01:18:55.047712,0 days 00:00:12.671036,0.9072499197114107,0.9440588771212983,0.0018861604491532066,4.0035703168665444e-05,128,64,"(3, 5)",32.0,"(3, 5)",,,32,3,0.4835414961484029,18,2,Adam,,,,45.0,0.8548387096774194,0.8373800500414458,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4835414961484029, ""lr_step_size"": 18, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
35,0.5439901224585978,2026-09-16 01:18:55.183208,2026-09-16 01:18:58.347098,0 days 00:00:03.163890,0.8986712827002267,0.9341134785223267,0.0009996832981044941,0.00010613703090981761,128,64,"(5, 7)",,,,,32,3,0.4481656110474033,20,1,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4481656110474033, ""lr_step_size"": 20, ""n_blocks"": 1, ""optimizer"": ""Adam""}",PRUNED
36,0.2252998088943014,2026-09-16 01:18:58.475375,2026-09-16 01:19:00.957907,0 days 00:00:02.482532,,,,,128,64,"(3, 5)",16.0,"(3, 5)",,,32,3,0.4182980557499585,23,2,SGD,0.09614036798751027,0.955991488878358,0.00037407294377932285,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4182980557499585, ""lr_step_size"": 23, ""n_blocks"": 2, ""optimizer"": ""SGD""}",PRUNED
37,0.8543275474877268,2026-09-16 01:19:01.068816,2026-09-16 01:19:13.974800,0 days 00:00:12.905984,0.9164010618834448,0.9230661429727063,0.0016155331205553846,8.755721970553845e-06,128,64,"(3, 7)",32.0,"(3, 5)",,,32,3,0.32466031448358296,31,2,Adam,,,,49.0,0.867741935483871,0.8409131594915825,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.32466031448358296, ""lr_step_size"": 31, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
38,0.3343370008000711,2026-09-16 01:19:14.103868,2026-09-16 01:19:16.618126,0 days 00:00:02.514258,0.9337079854605527,0.9574251257999615,0.0002683330855895216,2.71720172111478e-05,256,64,"(3, 5)",32.0,"(3, 5)",,,32,3,0.4611373077787649,24,2,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4611373077787649, ""lr_step_size"": 24, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
39,0.8808320813480031,2026-09-16 01:19:16.728241,2026-09-16 01:19:35.856654,0 days 00:00:19.128413,0.8944367011485373,0.9702846104147376,0.004464710282236267,7.105258699182068e-05,128,64,"(3, 5)",32.0,"(5, 7)",32.0,"(3, 5)",64,3,0.16595140303153436,23,3,Adam,,,,36.0,0.8870967741935484,0.8745673885024577,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.16595140303153436, ""lr_step_size"": 23, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
40,0.4700810863247765,2026-09-16 01:19:35.985151,2026-09-16 01:19:38.262557,0 days 00:00:02.277406,0.8894096798701575,0.9751531237623652,0.005187587778450667,7.463616203374586e-05,128,64,"(3, 5)",,,,,32,3,0.45232872103359306,24,1,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.45232872103359306, ""lr_step_size"": 24, ""n_blocks"": 1, ""optimizer"": ""Adam""}",PRUNED
41,0.48151681971915283,2026-09-16 01:19:38.387385,2026-09-16 01:19:42.343881,0 days 00:00:03.956496,0.9027055430718707,0.9445955001429207,0.009158829528646476,0.00017034372954227774,128,64,"(3, 5)",32.0,"(5, 7)",32.0,"(3, 5)",64,3,0.1267844460710184,27,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.1267844460710184, ""lr_step_size"": 27, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
42,0.8958157847793797,2026-09-16 01:19:42.478642,2026-09-16 01:19:55.712441,0 days 00:00:13.233799,0.8934085034882542,0.964670156426068,0.0038809680733046456,4.2970229313637134e-05,128,64,"(3, 5)",32.0,"(5, 7)",,,32,3,0.06924566995537942,35,2,Adam,,,,50.0,0.9032258064516129,0.8884057631071466,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.06924566995537942, ""lr_step_size"": 35, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
43,0.8753221317408368,2026-09-16 01:19:55.837814,2026-09-16 01:20:09.416931,0 days 00:00:13.579117,0.8760959477413424,0.9704346993970507,0.006224818858038622,7.096289474859233e-05,128,64,"(3, 7)",32.0,"(5, 7)",,,32,3,0.328821833787864,24,2,Adam,,,,35.0,0.8838709677419355,0.866773295739738,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.328821833787864, ""lr_step_size"": 24, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
44,0.4378623008854653,2026-09-16 01:20:09.559426,2026-09-16 01:20:12.284965,0 days 00:00:02.725539,0.8729282657585435,0.9791013594022548,0.007055479164189556,0.00028044258525646075,128,64,"(3, 5)",32.0,"(5, 7)",,,32,3,0.10742559461334247,37,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.10742559461334247, ""lr_step_size"": 37, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
45,0.8529886490289931,2026-09-16 01:20:12.406834,2026-09-16 01:20:25.619763,0 days 00:00:13.212929,0.8620812463698263,0.9674091645179355,0.0047466419991937766,8.924275740097582e-05,128,64,"(3, 5)",32.0,"(5, 7)",,,32,3,0.33682219938163466,25,2,Adam,,,,45.0,0.8612903225806452,0.8446869754773411,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.33682219938163466, ""lr_step_size"": 25, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
46,0.42725211529059637,2026-09-16 01:20:25.727093,2026-09-16 01:20:29.185004,0 days 00:00:03.457911,0.8781730975815596,0.9880146581138706,0.006448705555516429,0.0016974766850029839,128,64,"(3, 7)",64.0,"(5, 7)",,,32,3,0.18530780156506824,38,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.18530780156506824, ""lr_step_size"": 38, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
47,0.8265981904528359,2026-09-16 01:20:29.304196,2026-09-16 01:20:47.804864,0 days 00:00:18.500668,0.8593911291591321,0.9655916884108494,0.0037030691637640737,1.435119284430907e-05,128,64,"(3, 5)",32.0,"(5, 7)",,,64,3,0.1388188753442654,16,2,Adam,,,,46.0,0.8161290322580645,0.8370673486476073,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.1388188753442654, ""lr_step_size"": 16, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
