number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_filters,params_block_0_kernel_pair,params_block_1_filters,params_block_1_kernel_pair,params_block_2_filters,params_block_2_kernel_pair,params_first_conv_filters,params_first_conv_kernel_width,params_lr_decay,params_lr_step_size,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
17,0.8396523940922144,2026-09-21 15:29:55.363467,2026-09-21 15:30:05.649145,0 days 00:00:10.285678,0.9165555535513339,0.9349438504503671,0.0017140208124661039,0.0001469985101994463,200,64,"(3, 5)",16.0,"(5, 7)",,,64,5,0.307135916794393,30,2,Adam,,,,42.0,0.8520710059171598,0.827233782267269,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.307135916794393, ""lr_step_size"": 30, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
18,0.7826149680500248,2026-09-21 15:30:05.763511,2026-09-21 15:30:15.164269,0 days 00:00:09.400758,0.8894322209872267,0.9245531238196988,0.002187191694207291,0.0002671408674018078,256,64,"(3, 5)",,,,,64,5,0.3564309682564307,29,1,Adam,,,,46.0,0.7988165680473372,0.7664133680527124,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.3564309682564307, ""lr_step_size"": 29, ""n_blocks"": 1, ""optimizer"": ""Adam""}",COMPLETE
19,0.3328499850956138,2026-09-21 15:30:15.279589,2026-09-21 15:30:17.400499,0 days 00:00:02.120910,0.9328619578621339,0.9138916428892448,0.002172000389623207,0.00030560581576859924,200,16,"(3, 5)",8.0,"(5, 7)",,,64,5,0.30499948831132667,37,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.30499948831132667, ""lr_step_size"": 37, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
20,0.8353792512558413,2026-09-21 15:30:17.506091,2026-09-21 15:30:28.013310,0 days 00:00:10.507219,0.8898241751474609,0.9494011298819316,0.0012685904638823557,7.107522934551699e-06,200,64,"(3, 7)",16.0,"(5, 7)",,,64,7,0.20377262189981238,32,2,Adam,,,,42.0,0.8402366863905325,0.8305218161211503,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.20377262189981238, ""lr_step_size"": 32, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
21,0.28949810339489074,2026-09-21 15:30:28.124322,2026-09-21 15:30:30.211309,0 days 00:00:02.086987,,,,,200,64,"(3, 7)",,,,,64,7,0.23383012185843705,29,1,SGD,0.07934038526919118,0.9895462278726002,0.0005767367592990957,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.23383012185843705, ""lr_step_size"": 29, ""n_blocks"": 1, ""optimizer"": ""SGD""}",PRUNED
22,0.839784397836832,2026-09-21 15:30:30.312169,2026-09-21 15:30:40.866594,0 days 00:00:10.554425,0.8846038310542118,0.9484334081787854,0.0011819373357747902,6.300015925766458e-06,128,64,"(3, 5)",16.0,"(5, 7)",,,64,5,0.36760373873814656,29,2,Adam,,,,49.0,0.863905325443787,0.8156634702298771,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.36760373873814656, ""lr_step_size"": 29, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
23,0.8084306837791,2026-09-21 15:30:40.976629,2026-09-21 15:30:50.650143,0 days 00:00:09.673514,0.8838221666376966,0.9537966430968561,0.0024799250590169216,5.852766827464509e-05,128,64,"(3, 5)",,,,,64,5,0.266548682774741,34,1,Adam,,,,38.0,0.8284023668639053,0.7884590006942948,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.266548682774741, ""lr_step_size"": 34, ""n_blocks"": 1, ""optimizer"": ""Adam""}",COMPLETE
24,0.36684503059739854,2026-09-21 15:30:50.751082,2026-09-21 15:30:52.974825,0 days 00:00:02.223743,0.8672870371779556,0.9335790674301376,0.0009661782600669516,6.22317787281592e-06,200,64,"(3, 5)",16.0,"(5, 7)",,,64,5,0.44624566981268543,21,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.44624566981268543, ""lr_step_size"": 21, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
25,0.2012307576389855,2026-09-21 15:30:53.090233,2026-09-21 15:30:55.170780,0 days 00:00:02.080547,0.903160879330766,0.9551466262601784,0.00039228793366555536,0.00015329523528935738,200,16,"(5, 7)",16.0,"(5, 7)",8.0,"(3, 5)",64,5,0.3546959816327161,33,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.3546959816327161, ""lr_step_size"": 33, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
26,0.5523052742235732,2026-09-21 15:30:55.288442,2026-09-21 15:30:58.081772,0 days 00:00:02.793330,0.9351347429100166,0.978459295497951,0.0030108044349673917,1.7747759017273114e-05,200,64,"(3, 5)",,,,,64,5,0.4013573990313675,21,1,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.4013573990313675, ""lr_step_size"": 21, ""n_blocks"": 1, ""optimizer"": ""Adam""}",PRUNED
27,0.3544439244797839,2026-09-21 15:30:58.215848,2026-09-21 15:31:00.140182,0 days 00:00:01.924334,0.9317409387330305,0.9283056133938788,0.001299932755546527,0.001339790511560274,128,8,"(3, 5)",16.0,"(5, 7)",,,64,5,0.32683625657232684,24,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 8, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.32683625657232684, ""lr_step_size"": 24, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
28,0.875170285312809,2026-09-21 15:31:00.241959,2026-09-21 15:31:11.017763,0 days 00:00:10.775804,0.9035475980680336,0.9188937541929223,0.004031257584831967,3.1919992768968686e-06,128,64,"(3, 5)",16.0,"(5, 7)",16.0,"(3, 7)",64,5,0.4293792385860928,34,3,Adam,,,,49.0,0.8875739644970414,0.8627666061285767,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.4293792385860928, ""lr_step_size"": 34, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
29,0.5011066480763704,2026-09-21 15:31:11.136701,2026-09-21 15:31:15.819783,0 days 00:00:04.683082,0.8751816247885361,0.9167362285310565,0.0038967539673281206,2.988385801734305e-06,128,64,"(3, 5)",8.0,"(5, 7)",16.0,"(3, 7)",128,5,0.4092781036217056,38,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.4092781036217056, ""lr_step_size"": 38, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
30,0.394912190726768,2026-09-21 15:31:15.946266,2026-09-21 15:31:18.273417,0 days 00:00:02.327151,0.9009456294966298,0.9846592120733899,0.003825061261767239,3.8535129681652486e-06,128,64,"(3, 5)",16.0,"(5, 7)",16.0,"(3, 7)",64,5,0.4803447623480831,30,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.4803447623480831, ""lr_step_size"": 30, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
31,0.720492055493763,2026-09-21 15:31:18.392123,2026-09-21 15:31:23.359128,0 days 00:00:04.967005,0.9034422874971861,0.9399632636517286,0.0016326214196607303,1.3814229775651157e-05,128,64,"(3, 5)",16.0,"(5, 7)",,,16,5,0.2333107709599805,28,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.2333107709599805, ""lr_step_size"": 28, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
32,0.33539655919644545,2026-09-21 15:31:23.468403,2026-09-21 15:31:25.370780,0 days 00:00:01.902377,0.9265363658456527,0.9138306787186699,0.0008592543238038922,6.957290329984258e-05,128,8,"(3, 5)",16.0,"(5, 7)",,,64,5,0.3848828515353791,33,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 8, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.3848828515353791, ""lr_step_size"": 33, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
33,0.828573719135091,2026-09-21 15:31:25.494903,2026-09-21 15:31:33.819100,0 days 00:00:08.324197,0.9455221201324673,0.9241601321229249,0.0010226887228161027,0.00032869351273317717,128,64,"(3, 5)",16.0,"(5, 7)",32.0,"(3, 7)",32,5,0.38319899672718605,30,3,Adam,,,,39.0,0.8402366863905325,0.8169107518796495,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.38319899672718605, ""lr_step_size"": 30, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
34,0.47901776385090766,2026-09-21 15:31:33.923259,2026-09-21 15:31:36.378305,0 days 00:00:02.455046,0.9092667347747577,0.9371135774835982,0.0017990180636178758,2.923635042124582e-06,256,64,"(3, 5)",16.0,"(5, 7)",16.0,"(3, 7)",64,5,0.35143437247689835,35,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.35143437247689835, ""lr_step_size"": 35, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
35,0.43663875806732955,2026-09-21 15:31:36.496012,2026-09-21 15:31:38.812638,0 days 00:00:02.316626,0.8927026606741749,0.9479116188191077,0.0005877638466072219,2.315293882324002e-05,200,16,"(3, 5)",16.0,"(5, 7)",64.0,"(3, 7)",64,5,0.2812939788723736,37,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.2812939788723736, ""lr_step_size"": 37, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
36,0.4262075348696349,2026-09-21 15:31:38.938791,2026-09-21 15:31:41.109960,0 days 00:00:02.171169,0.8729558983730854,0.9579131172611272,0.0031209839371881916,1.0921734723951563e-06,256,64,"(3, 5)",16.0,"(5, 7)",,,64,5,0.44688099293980227,33,2,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.44688099293980227, ""lr_step_size"": 33, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
37,0.42867379022272406,2026-09-21 15:31:41.222357,2026-09-21 15:31:43.555974,0 days 00:00:02.333617,0.9223181263288204,0.920938212517374,0.005189708514069181,0.0006903825720651758,200,64,"(3, 5)",16.0,"(3, 7)",,,64,5,0.24272731087986985,22,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.24272731087986985, ""lr_step_size"": 22, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
38,0.1615820077358539,2026-09-21 15:31:43.668532,2026-09-21 15:31:45.814229,0 days 00:00:02.145697,0.944372603689136,0.9047964440539827,0.00026595184160987196,4.363827657534327e-05,200,64,"(3, 5)",8.0,"(5, 7)",,,64,5,0.40778944106064857,29,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.40778944106064857, ""lr_step_size"": 29, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
39,0.8110239243328606,2026-09-21 15:31:45.920741,2026-09-21 15:31:56.558786,0 days 00:00:10.638045,0.856526056841567,0.948381851488197,0.0011228203936416987,0.00011763605387378,200,64,"(3, 5)",32.0,"(3, 7)",16.0,"(3, 5)",64,5,0.2652369810776819,21,3,Adam,,,,50.0,0.8284023668639053,0.7936454818018159,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.2652369810776819, ""lr_step_size"": 21, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
40,0.3178187820567181,2026-09-21 15:31:56.655943,2026-09-21 15:31:58.952715,0 days 00:00:02.296772,,,,,128,64,"(3, 5)",16.0,"(5, 7)",8.0,"(3, 7)",64,5,0.46939195830375235,35,3,SGD,0.09157395071139857,0.8342888958435163,0.00020824237789933005,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.46939195830375235, ""lr_step_size"": 35, ""n_blocks"": 3, ""optimizer"": ""SGD""}",PRUNED
41,0.8417229080981505,2026-09-21 15:31:59.053725,2026-09-21 15:32:09.420111,0 days 00:00:10.366386,0.8923302068650052,0.9477110928811994,0.0013918064529610365,7.253499361423376e-06,256,64,"(3, 5)",16.0,"(5, 7)",32.0,"(3, 7)",64,5,0.45431146935600547,25,3,Adam,,,,42.0,0.8402366863905325,0.8432091298057686,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.45431146935600547, ""lr_step_size"": 25, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
42,0.44424917001836106,2026-09-21 15:32:09.513209,2026-09-21 15:32:10.840285,0 days 00:00:01.327076,0.8972499217457388,0.9628196842744328,0.0016187946896163811,2.031951674696331e-06,256,64,"(3, 5)",16.0,"(5, 7)",32.0,"(3, 7)",16,5,0.4281112077826781,21,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.4281112077826781, ""lr_step_size"": 21, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
43,0.8798691609531477,2026-09-21 15:32:10.923482,2026-09-21 15:32:22.664484,0 days 00:00:11.741002,0.8812555381827027,0.9347279206199308,0.0007723592874266544,5.102077768484786e-06,200,64,"(3, 5)",64.0,"(5, 7)",32.0,"(3, 7)",64,5,0.41398901865128457,25,3,Adam,,,,34.0,0.893491124260355,0.8662471976459403,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.41398901865128457, ""lr_step_size"": 25, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
44,0.5020752024557524,2026-09-21 15:32:22.761661,2026-09-21 15:32:25.486561,0 days 00:00:02.724900,0.8798755183993531,0.945441011938702,0.009359113549291453,4.682693026177449e-06,256,16,"(3, 5)",64.0,"(5, 7)",32.0,"(3, 7)",64,5,0.44237844555503897,28,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.44237844555503897, ""lr_step_size"": 28, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
45,0.7496412953848571,2026-09-21 15:32:25.581600,2026-09-21 15:32:35.961598,0 days 00:00:10.379998,0.8648811164460303,0.9714546470048832,0.0006380347060825735,1.1318728210606171e-05,128,32,"(3, 5)",64.0,"(3, 5)",32.0,"(3, 7)",64,5,0.3514533559725346,39,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 32, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.3514533559725346, ""lr_step_size"": 39, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
46,0.806873916571766,2026-09-21 15:32:36.080099,2026-09-21 15:32:47.463759,0 days 00:00:11.383660,0.8816924941080171,0.9518971055451161,0.000301771845060869,1.849487134118708e-06,128,64,"(3, 5)",64.0,"(3, 7)",,,64,5,0.49119088106592396,29,2,Adam,,,,50.0,0.8402366863905325,0.7735111467529994,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.49119088106592396, ""lr_step_size"": 29, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
47,0.2447561006559385,2026-09-21 15:32:47.578120,2026-09-21 15:32:49.793086,0 days 00:00:02.214966,0.962526646008648,0.9592494690727027,0.00018268733845214541,7.921613301545169e-06,200,8,"(5, 7)",64.0,"(5, 7)",32.0,"(3, 7)",64,5,0.4614196133744014,23,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 8, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.4614196133744014, ""lr_step_size"": 23, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
