number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_filters,params_block_0_kernel_pair,params_block_1_filters,params_block_1_kernel_pair,params_block_2_filters,params_block_2_kernel_pair,params_first_conv_filters,params_first_conv_kernel_width,params_lr_decay,params_lr_step_size,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
11,0.28596954032615146,2026-09-19 19:49:16.311090,2026-09-19 19:49:18.530066,0 days 00:00:02.218976,0.98226453128857,0.9972230608180617,0.0001228386182541863,1.1654604771505855e-06,128,64,"(3, 7)",32.0,"(3, 5)",,,32,3,0.16451925686204188,25,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.16451925686204188, ""lr_step_size"": 25, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
12,0.8373474287866348,2026-09-19 19:49:18.627476,2026-09-19 19:49:29.671439,0 days 00:00:11.043963,0.9658634277656869,0.9633251537319909,0.0004569187907682739,9.522548002348457e-06,128,64,"(3, 5)",16.0,"(3, 7)",64.0,"(5, 7)",64,5,0.19573648372727184,35,3,Adam,,,,49.0,0.8520710059171598,0.8226238516561099,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.19573648372727184, ""lr_step_size"": 35, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
13,0.8386105881298189,2026-09-19 19:49:29.777004,2026-09-19 19:49:40.341319,0 days 00:00:10.564315,0.9325437902584063,0.9529932412736779,0.0009747417604810698,5.039156628791327e-05,200,64,"(3, 5)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.281233264359971,32,3,Adam,,,,47.0,0.863905325443787,0.8133158508158508,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.281233264359971, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
14,0.8242622340712724,2026-09-19 19:49:40.426549,2026-09-19 19:49:51.657949,0 days 00:00:11.231400,0.9182236958999204,0.9435546786837871,0.0007429118755525648,3.7601458670818396e-05,128,64,"(3, 7)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.10696815907093088,38,3,Adam,,,,43.0,0.8284023668639053,0.8201221012786394,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.10696815907093088, ""lr_step_size"": 38, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
15,0.7551377024089622,2026-09-19 19:49:51.760784,2026-09-19 19:50:02.345740,0 days 00:00:10.584956,0.918391680100792,0.9422949935478321,0.0006056190611954251,2.760351850798291e-05,200,64,"(3, 5)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.26243024659604286,30,3,Adam,,,,47.0,0.7810650887573964,0.7292103160605279,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.26243024659604286, ""lr_step_size"": 30, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
16,0.3556910110075144,2026-09-19 19:50:02.448932,2026-09-19 19:50:04.275506,0 days 00:00:01.826574,0.9307605320128031,0.953006630545034,0.0010293379945749066,2.579526677038841e-05,64,8,"(3, 5)",16.0,"(3, 7)",8.0,"(5, 7)",16,5,0.26245515882922144,35,3,Adam,,,,,,,"{""batch_size"": 64, ""block_0_filters"": 8, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.26245515882922144, ""lr_step_size"": 35, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
17,0.8230503320404263,2026-09-19 19:50:04.370963,2026-09-19 19:50:14.634800,0 days 00:00:10.263837,0.8863963922236008,0.9269771324862666,0.0019171670778805158,0.00021706955339937143,200,64,"(3, 5)",16.0,"(5, 7)",,,64,7,0.3566222435956035,39,2,Adam,,,,46.0,0.8402366863905325,0.8058639776903201,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.3566222435956035, ""lr_step_size"": 39, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
18,0.32068748554765064,2026-09-19 19:50:14.728752,2026-09-19 19:50:16.093800,0 days 00:00:01.365048,0.9553640958606964,0.9802618035613461,0.00031785239797916886,7.443202718146002e-06,200,64,"(3, 5)",8.0,"(3, 7)",64.0,"(3, 7)",16,5,0.24264830206977636,22,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.24264830206977636, ""lr_step_size"": 22, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
19,0.7373236123435365,2026-09-19 19:50:16.177124,2026-09-19 19:50:24.998164,0 days 00:00:08.821040,0.8981897207481325,0.9275792285993606,0.0019101183059119032,0.00016113604323572046,128,16,"(3, 5)",16.0,"(3, 7)",,,64,5,0.21384429699901603,33,2,Adam,,,,48.0,0.7396449704142012,0.7350022542728718,"{""batch_size"": 128, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.21384429699901603, ""lr_step_size"": 33, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
20,0.32392356200275885,2026-09-19 19:50:25.098438,2026-09-19 19:50:26.478847,0 days 00:00:01.380409,0.9405524317299675,0.9756900373082472,0.0003670512618597829,7.385999864963479e-06,128,64,"(3, 5)",16.0,"(3, 7)",,,16,5,0.33019650311805626,33,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.33019650311805626, ""lr_step_size"": 33, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
21,0.8263419224263706,2026-09-19 19:50:26.585600,2026-09-19 19:50:37.364561,0 days 00:00:10.778961,0.9146031810109547,0.947818522323031,0.0007975730001042815,5.4536506146548055e-05,256,64,"(3, 7)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.051714655918227735,32,3,Adam,,,,38.0,0.8224852071005917,0.8301986377521496,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.051714655918227735, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
22,0.8039809299906586,2026-09-19 19:50:37.453657,2026-09-19 19:50:48.599725,0 days 00:00:11.146068,0.9003496568248838,0.9574473682698554,0.001446262739856365,0.00010785016187241519,128,64,"(3, 5)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.48003454089755904,32,3,Adam,,,,36.0,0.8165680473372781,0.7913938126440393,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.48003454089755904, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
23,0.40155208775910023,2026-09-19 19:50:48.707288,2026-09-19 19:50:51.075416,0 days 00:00:02.368128,0.9665727696844109,0.9435173252532836,0.0005087136141738283,7.037654751877932e-06,256,64,"(3, 7)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.3999503984892461,39,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.3999503984892461, ""lr_step_size"": 39, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
24,0.6933043374642098,2026-09-19 19:50:51.184805,2026-09-19 19:50:57.090121,0 days 00:00:05.905316,0.9227010284535009,0.9290089306015772,0.002941308155789896,0.0005664268339083729,256,8,"(3, 7)",16.0,"(3, 7)",64.0,"(3, 5)",64,5,0.08291972524710786,28,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 8, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.08291972524710786, ""lr_step_size"": 28, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
25,0.8475835044244732,2026-09-19 19:50:57.198414,2026-09-19 19:51:08.506679,0 days 00:00:11.308265,0.8775574190893469,0.9536391154592402,0.001072880464181108,6.104630571856766e-05,128,64,"(3, 5)",16.0,"(5, 7)",32.0,"(5, 7)",64,5,0.33493458456251757,32,3,Adam,,,,45.0,0.8579881656804734,0.8371788431684729,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.33493458456251757, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
26,0.7997647653171209,2026-09-19 19:51:08.627378,2026-09-19 19:51:19.386386,0 days 00:00:10.759008,0.8609004547341592,0.9621213549755081,0.0011948486669742572,1.1778024582342843e-05,128,64,"(3, 5)",8.0,"(5, 7)",32.0,"(5, 7)",64,5,0.3328740719693516,34,3,Adam,,,,40.0,0.8106508875739645,0.7888786430602774,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.3328740719693516, ""lr_step_size"": 34, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
27,0.6434544679704101,2026-09-19 19:51:19.496871,2026-09-19 19:51:24.761903,0 days 00:00:05.265032,0.8769151644010755,0.9859789868987301,0.0029650219602408777,8.570021196959469e-05,128,64,"(3, 5)",16.0,"(5, 7)",32.0,"(5, 7)",64,5,0.36203693392534264,27,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.36203693392534264, ""lr_step_size"": 27, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
28,0.17768165677637462,2026-09-19 19:51:24.877859,2026-09-19 19:51:27.204566,0 days 00:00:02.326707,0.9664686566119173,0.9672885624886521,0.0001994079607346653,3.0295072173860914e-06,200,64,"(3, 5)",16.0,"(5, 7)",8.0,"(5, 7)",64,5,0.2037737653113787,37,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.2037737653113787, ""lr_step_size"": 37, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
29,0.3373533322734482,2026-09-19 19:51:27.310830,2026-09-19 19:51:29.814568,0 days 00:00:02.503738,0.867748156430731,0.9342523470855109,0.0004920547307927344,1.7164027322447148e-05,200,64,"(3, 5)",16.0,"(5, 7)",,,64,5,0.26574077873059165,21,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.26574077873059165, ""lr_step_size"": 21, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
30,0.31836715091616513,2026-09-19 19:51:29.937279,2026-09-19 19:51:33.578801,0 days 00:00:03.641522,0.9891853203223384,0.9515168740883029,0.0009471647296356411,0.00035927196361096596,128,64,"(3, 5)",8.0,"(5, 7)",16.0,"(5, 7)",128,5,0.21195313503631016,30,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.21195313503631016, ""lr_step_size"": 30, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
31,0.3674470629444683,2026-09-19 19:51:33.703489,2026-09-19 19:51:35.926873,0 days 00:00:02.223384,0.9052668403613728,0.9490665989207654,0.0008400822317348879,6.119202073222901e-05,200,64,"(3, 5)",16.0,"(3, 7)",,,64,5,0.316397312049572,28,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.316397312049572, ""lr_step_size"": 28, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
32,0.8117851397840317,2026-09-19 19:51:36.044322,2026-09-19 19:51:46.880146,0 days 00:00:10.835824,0.9337494707937496,0.9581810043781581,0.0016241839394143503,5.3379662431052955e-05,128,64,"(3, 5)",16.0,"(3, 7)",32.0,"(3, 7)",64,5,0.1399880508182231,34,3,Adam,,,,50.0,0.8402366863905325,0.7833335931775307,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.1399880508182231, ""lr_step_size"": 34, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
33,0.35871865989731994,2026-09-19 19:51:46.994743,2026-09-19 19:51:48.565367,0 days 00:00:01.570624,0.8890974468473891,0.9415094746240706,0.0003271090127631252,1.4553917687675202e-05,200,64,"(3, 7)",16.0,"(3, 7)",64.0,"(3, 7)",16,5,0.09186194438967972,32,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.09186194438967972, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
34,0.09176486599650377,2026-09-19 19:51:48.688710,2026-09-19 19:51:51.028391,0 days 00:00:02.339681,,,,,256,64,"(3, 7)",16.0,"(3, 7)",64.0,"(3, 7)",64,5,0.162100716601629,31,3,SGD,0.08710972383362164,0.9808382955109181,0.0004766143262468683,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.162100716601629, ""lr_step_size"": 31, ""n_blocks"": 3, ""optimizer"": ""SGD""}",PRUNED
35,0.8370484594711644,2026-09-19 19:51:51.143093,2026-09-19 19:52:02.700597,0 days 00:00:11.557504,0.911680044389333,0.9726460373565661,0.0006569365505712818,3.9581832279696815e-06,128,64,"(3, 5)",32.0,"(5, 7)",32.0,"(3, 5)",64,5,0.1340005874315524,26,3,Adam,,,,49.0,0.8461538461538461,0.8279430727884826,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.1340005874315524, ""lr_step_size"": 26, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
36,0.38798144493404385,2026-09-19 19:52:02.816710,2026-09-19 19:52:04.940000,0 days 00:00:02.123290,0.8795734733937475,0.9737432357298549,0.0004567321017431332,3.601506865185934e-06,128,16,"(3, 5)",32.0,"(5, 7)",32.0,"(3, 5)",64,5,0.14226277810226776,28,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.14226277810226776, ""lr_step_size"": 28, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
37,0.8475067813966982,2026-09-19 19:52:05.059644,2026-09-19 19:52:13.825480,0 days 00:00:08.765836,0.9098221906929997,0.9841011584750059,0.002694880954163109,3.710827271946315e-06,128,64,"(3, 7)",32.0,"(5, 7)",32.0,"(3, 5)",32,5,0.14678404985128626,24,3,Adam,,,,49.0,0.8698224852071006,0.8251910775862958,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.14678404985128626, ""lr_step_size"": 24, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
38,0.756385875668176,2026-09-19 19:52:13.947393,2026-09-19 19:52:23.650122,0 days 00:00:09.702729,0.9419281756323653,0.9884894682181392,0.0031600776444521595,1.4850460381796552e-06,128,64,"(3, 5)",32.0,"(5, 7)",,,64,5,0.22600394456557543,40,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.22600394456557543, ""lr_step_size"": 40, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
39,0.27665267300562985,2026-09-19 19:52:23.771819,2026-09-19 19:52:26.355716,0 days 00:00:02.583897,0.9713585285871357,0.9893530307763918,0.00018979697474734916,2.2099022147999404e-06,200,64,"(3, 7)",64.0,"(5, 7)",,,64,5,0.19184670819101765,37,2,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.19184670819101765, ""lr_step_size"": 37, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
40,0.4305931305526936,2026-09-19 19:52:26.465328,2026-09-19 19:52:28.076293,0 days 00:00:01.610965,0.928131803494723,0.9594095166025088,0.001194974195162107,5.452983131378723e-06,128,8,"(3, 7)",32.0,"(5, 7)",32.0,"(3, 5)",32,5,0.12099202901351164,18,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 8, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.12099202901351164, ""lr_step_size"": 18, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
41,0.8263231429511788,2026-09-19 19:52:28.187556,2026-09-19 19:52:36.997604,0 days 00:00:08.810048,0.9065501421730177,0.9784828575532474,0.0006984831825221036,1.3903810428316897e-05,128,64,"(3, 7)",32.0,"(5, 7)",32.0,"(3, 5)",32,5,0.16823647451701745,25,3,Adam,,,,46.0,0.834319526627219,0.8183267592751386,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.16823647451701745, ""lr_step_size"": 25, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
42,0.8641536586054663,2026-09-19 19:52:37.120213,2026-09-19 19:52:48.585911,0 days 00:00:11.465698,0.8929920344376411,0.9691637350330395,0.004731422644865367,4.2600987675270616e-06,256,64,"(3, 5)",32.0,"(5, 7)",32.0,"(3, 5)",64,5,0.09142070992331464,23,3,Adam,,,,46.0,0.8757396449704142,0.8525676722405185,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.09142070992331464, ""lr_step_size"": 23, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
43,0.4308257215487233,2026-09-19 19:52:48.692406,2026-09-19 19:52:51.205738,0 days 00:00:02.513332,0.8932263633016675,0.9663503152575317,0.0045412735072828374,0.0012598053837011198,128,64,"(3, 5)",32.0,"(5, 7)",32.0,"(3, 5)",64,7,0.3689009424617204,22,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 7, ""lr_decay"": 0.3689009424617204, ""lr_step_size"": 22, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
44,0.4198148412595851,2026-09-19 19:52:51.328603,2026-09-19 19:52:54.152502,0 days 00:00:02.823899,0.8772252169506674,0.968422064057768,0.00960761141785837,2.2736289161167766e-06,200,64,"(3, 5)",32.0,"(3, 5)",32.0,"(3, 5)",64,5,0.09063251171717163,20,3,Adam,,,,,,,"{""batch_size"": 200, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.09063251171717163, ""lr_step_size"": 20, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
45,0.40811614787039785,2026-09-19 19:52:54.276677,2026-09-19 19:52:57.328675,0 days 00:00:03.051998,0.9524808109828764,0.9827854526988327,0.004211709076958114,2.6116195066523493e-05,256,64,"(3, 5)",64.0,"(5, 7)",8.0,"(5, 7)",64,5,0.18894114338189028,25,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.18894114338189028, ""lr_step_size"": 25, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
46,0.4168478517046643,2026-09-19 19:52:57.434147,2026-09-19 19:53:01.168389,0 days 00:00:03.734242,0.8669019073093073,0.9996157926880571,0.0060913092864339664,1.0330775644635956e-06,128,64,"(3, 7)",32.0,"(3, 5)",16.0,"(3, 5)",128,5,0.15891921814175083,20,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.15891921814175083, ""lr_step_size"": 20, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
47,0.8825499791350748,2026-09-19 19:53:01.292597,2026-09-19 19:53:13.040664,0 days 00:00:11.748067,0.8847269802015629,0.9108640020780662,0.0021404520850070844,9.814924513044213e-06,128,64,"(3, 5)",32.0,"(5, 7)",32.0,"(5, 7)",64,3,0.25486056419957315,38,3,Adam,,,,46.0,0.893491124260355,0.8716088340097945,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 64, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.25486056419957315, ""lr_step_size"": 38, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
